trial_start_unix,task_start_unix,model,rep,condition,mode,wall_s,calls,words,word_count_pass,answer_sha256,prompt_signature,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,decode_tps,work_signature,cache_signature,normalized_citations,unread_citations,citation_check_pass,mechanical_final_pass,opened_sources,task_status,generated_tokens,effective_tps,trial_host_swapout_bytes,campaign,peak_mlx_gb,first_ttft_s
1789153414.672943,1789153438.446392,9b,0,combined,agentic,13.391850874992087,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,40.95259659296193,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,19.63880888870452,1205993472,paging_9b_allcases_20260911,9.393618818,0.42390379100106657
1789153571.539339,1789153583.1739829,9b,0,fault,one_shot,7.817192416987382,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,47.518755701553054,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,33.643792549928804,0,paging_9b_allcases_20260911,8.270123404,2.2633006249088794
1789153571.539339,1789153590.991694,9b,0,fault,agentic,12.862014165963046,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,48.53236198760611,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,20.447808298639657,0,paging_9b_allcases_20260911,9.393618802,0.5202893749810755
1789153373.130102,1789153386.1224241,9b,0,game,one_shot,8.247667749994434,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,40.495525627533794,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,31.88780246393624,0,paging_9b_allcases_20260911,8.270123404,1.726659708074294
1789153373.130102,1789153394.370657,9b,0,game,agentic,11.468388124951161,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,48.61363006444448,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,22.93260370459602,0,paging_9b_allcases_20260911,9.393618834,0.38074358308222145
1789153460.729247,1789153472.076968,9b,0,gpu,one_shot,33.85096083395183,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,8.847952660293174,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,7.7693511061646525,0,paging_9b_allcases_20260911,8.270123404,4.061928875045851
1789153460.729247,1789153505.9097128,9b,0,gpu,agentic,57.40267491689883,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,7.987496541059725,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,4.581668021233191,0,paging_9b_allcases_20260911,9.393618834,1.6559836670057848
1789153239.513867,1789153253.187964,9b,0,quiet,one_shot,7.2830916659440845,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,45.01908732242692,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,36.11103801285304,0,paging_9b_allcases_20260911,8.270123404,1.423664457979612
1789153239.513867,1789153260.4715872,9b,0,quiet,agentic,12.428253083024174,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,43.66787786229626,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,21.161461570108617,0,paging_9b_allcases_20260911,9.393618834,0.4130237080389634
1789153281.7029161,1789153295.1611562,9b,0,video,one_shot,8.675432874937542,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,41.25204612793721,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,30.315490165312752,0,paging_9b_allcases_20260911,8.270123404,2.271788708982058
1789153281.7029161,1789153303.837072,9b,0,video,agentic,13.279122875072062,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,41.516102016995696,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,19.80552499395204,0,paging_9b_allcases_20260911,9.393618834,0.43012020795140415
1789153842.1265962,1789153870.500679,9b,1,browser,one_shot,8.642104209051467,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,37.58326775156335,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,30.43240322473109,930414592,paging_9b_allcases_20260911,8.270123404,1.629105000058189
1789153842.1265962,1789153856.131563,9b,1,browser,agentic,14.368701874976978,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,40.39546236086509,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,18.303671569525232,930414592,paging_9b_allcases_20260911,9.393618786,1.548097083112225
1789153755.826411,1789153784.539169,9b,1,combined,one_shot,7.639595916029066,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,42.04992225558989,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,34.42590457542197,889454592,paging_9b_allcases_20260911,8.270123404,1.3667457080446184
1789153755.826411,1789153770.839962,9b,1,combined,agentic,13.698818250093609,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,43.43351098377506,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,19.198736358021453,889454592,paging_9b_allcases_20260911,9.393618834,1.4545970000326633
1789153612.537518,1789153636.333738,9b,1,fault,one_shot,7.131907082977705,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,48.23293648005829,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,36.876532032746645,0,paging_9b_allcases_20260911,8.270123404,1.6660297909984365
1789153612.537518,1789153624.2279732,9b,1,fault,agentic,12.105161915998906,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,49.63552293945477,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,21.72626866332151,0,paging_9b_allcases_20260911,9.393618682,1.2940410829614848
1789153801.091129,1789153825.951495,9b,1,game,one_shot,7.071189083042555,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,45.305386193341285,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,37.19317881496074,0,paging_9b_allcases_20260911,8.270123404,1.249667042051442
1789153801.091129,1789153813.4592378,9b,1,game,agentic,12.491525707999244,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,45.149184043671376,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,21.0542736049914,0,paging_9b_allcases_20260911,9.393618834,0.6243058750405908
1789153653.6249459,1789153714.572473,9b,1,gpu,one_shot,32.88811099994928,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,9.258578912101983,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,7.996810762418238,0,paging_9b_allcases_20260911,8.270123404,4.438818166963756
1789153653.6249459,1789153665.2238212,9b,1,gpu,agentic,49.34817962499801,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,9.405862216684932,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,5.329477237024031,0,paging_9b_allcases_20260911,9.393618834,1.650014500017278
1789153929.124804,1789153952.8983932,9b,1,quiet,one_shot,6.633179124910384,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,48.43004442753237,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,39.64916294998338,0,paging_9b_allcases_20260911,8.270123404,1.1885581670794636
1789153929.124804,1789153941.4928782,9b,1,quiet,agentic,11.404573749983683,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,48.11334773351706,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,23.060923254617585,0,paging_9b_allcases_20260911,9.393618834,0.4532367920037359
1789153888.5618298,1789153913.440247,9b,1,video,one_shot,6.515915791969746,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,49.15179054057892,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,40.36270700798847,0,paging_9b_allcases_20260911,8.270123404,1.1498393750516698
1789153888.5618298,1789153901.672205,9b,1,video,agentic,11.767345166997984,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,49.2413608569553,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,22.349986022131365,0,paging_9b_allcases_20260911,9.393618834,0.8955952920950949
1789154051.793231,1789154066.0754318,9b,2,browser,one_shot,9.083410208928399,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,39.55325773858526,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,28.95388339298914,496631808,paging_9b_allcases_20260911,8.270123404,2.4085967499995604
1789154051.793231,1789154075.159341,9b,2,browser,agentic,13.014317458029836,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,41.252590741200166,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,20.20851272824369,496631808,paging_9b_allcases_20260911,9.393618834,0.41115508298389614
1789154140.948601,1789154154.9953222,9b,2,combined,one_shot,8.26018241699785,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,43.412583694614405,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,31.83949054911876,563216384,paging_9b_allcases_20260911,8.270123404,2.177981625078246
1789154140.948601,1789154163.2560792,9b,2,combined,agentic,12.745431834016927,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,43.81711155826172,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,20.634844187708573,563216384,paging_9b_allcases_20260911,9.393618834,0.4032257500803098
1789154284.27968,1789154295.5307698,9b,2,fault,one_shot,6.8416344170691445,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,49.60665974113321,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,38.44110690039842,0,paging_9b_allcases_20260911,8.270123404,1.5244207499781623
1789154284.27968,1789154302.372737,9b,2,fault,agentic,11.120750750065781,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,50.110444639498425,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,23.649482477470716,0,paging_9b_allcases_20260911,9.393618826,0.3628996249753982
1789154097.479467,1789154110.27603,9b,2,game,one_shot,8.243065083050169,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,39.42585683760003,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,31.905607604723958,0,paging_9b_allcases_20260911,8.270123404,1.550544291967526
1789154097.479467,1789154118.5194712,9b,2,game,agentic,13.880059417104349,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,39.69461359244214,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,18.94804568890433,0,paging_9b_allcases_20260911,9.393618834,0.4577485000481829
1789154185.313706,1789154196.7281878,9b,2,gpu,one_shot,32.753192125004716,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,9.21466740128324,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,8.029751695536826,0,paging_9b_allcases_20260911,8.270123404,4.139391792006791
1789154185.313706,1789154229.481805,9b,2,gpu,agentic,46.49923520802986,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,9.863148748826784,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,5.6560070036288055,0,paging_9b_allcases_20260911,9.393618834,1.251594000030309
1789153968.141483,1789153980.166116,9b,2,quiet,one_shot,8.563786499900743,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,40.901246792953444,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,30.71071423873636,0,paging_9b_allcases_20260911,8.270123404,2.1095317089930177
